id,school,level,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,safety,attendance,misconduct,instr,teachers,leaders,isat_exc_math,isat_exc_read,isat_va_math,isat_va_read
152,Mark Twain Elementary School,ES,0.7622875284733465,0.9175536604704707,-0.6446688610104437,-0.4500457340473934,1.1774588848493563,1.8317596202348716,0.6540051985339455,0.22713691486668508,-0.026551614982685316,-0.5595712106588425,67.0,96.3,5.3,44.0,71.0,84.0,32.3,19.8,0.2,-0.4
153,Martin A Ryerson Elementary School,ES,-0.5802551691498755,0.4894860298250206,3.65923606038132,-0.5105074857009567,-0.684569119098463,-0.4819188783759689,0.11116010376368388,0.051414946345181005,2.493744537342051,0.02016472831203036,40.0,95.5,95.1,43.0,37.0,41.0,23.1,17.1,2.8,0.2
154,Marvin Camras Elementary School,ES,0.1158780814695729,0.2754522145022917,-0.6925965327408642,-0.6314309890080835,2.1084728868232663,1.7779531435229916,-0.5909982253413288,-0.2805043275287713,-1.9652409629247904,-0.462948554163697,54.0,95.1,4.3,41.0,88.0,83.0,11.2,12.0,-1.8,-0.3
155,Mary Mapes Dodge Elementary Renaissance Academy,ES,0.2650494923165976,-0.09910696231247242,-0.2900040902053318,1.3033450639059434,1.8346452391838808,1.4551142832517114,0.48289098387810214,-0.02017548527469113,0.16731731981152517,-1.7190430886005883,57.0,94.4,12.7,73.0,83.0,77.0,29.4,16.0,0.4,-1.6
156,Mary McLeod Bethune Elementary School,ES,0.06615427785389802,-0.687699954449973,0.33784840946317723,-0.7523544923152101,-0.19167935334756964,-1.019983645494769,-0.8919232235291913,-0.7751291278115235,1.0397275263854724,-0.5595712106588425,53.0,93.3,25.8,39.0,46.0,31.0,6.1,4.4,1.3,-0.4
157,Matthew Gallistel Elementary Language Academy,ES,-0.13274093660880154,0.2754522145022917,-0.6159122579721914,-1.1755867538901534,-0.5202725305148319,-0.05146706468092884,-0.20156587474527132,-0.22193033802160322,-0.8020273541595273,0.6965233237780487,49.0,95.1,5.9,32.0,40.0,49.0,17.8,12.9,-0.6,0.9
158,Michael M Byrne Elementary School,ES,0.5633923140106469,0.007909945348884418,1.5839678744541108,-0.8128162439687735,0.4107414714590778,0.48659770243787126,0.11116010376368388,0.5525479676842853,-1.3836341585421588,-1.235929806124861,63.0,94.6,51.8,38.0,57.0,59.0,23.1,24.8,-1.2,-1.1
159,Mildred I Lavizzo Elementary School,ES,-1.8233502595417477,-1.6508521234022377,0.9752864434777704,-0.32912223074026675,-1.0679278257936022,-0.5895318317997289,-0.8919232235291913,-0.7621126856988196,0.3611862546057356,0.3100326977974668,15.0,91.5,39.1,46.0,30.0,39.0,6.1,4.6,0.6,0.5
160,Minnie Mars Jamieson Elementary School,ES,0.6131161176263218,0.596502937486385,-0.5104713801652663,0.8801128023310001,-0.46550700098695486,0.27137179559035124,0.9608306868823544,0.48095753606441316,0.07038285241441991,0.40665535429261224,64.0,95.7,8.1,66.0,41.0,55.0,37.5,23.7,0.3,0.6
161,Miriam G Canter Middle School,MS,0.2650494923165976,-1.7043605772329162,-0.7357314372982428,-0.8732779956223368,0.684569119098463,0.5942106558616312,0.02265275135548902,-0.5538496118955554,-0.4142894845711063,-1.332552462620006,57.0,91.4,3.4,37.0,62.0,61.0,21.6,7.8,-0.2,-1.2
162,Morton School of Excellence,ES,0.06615427785389802,-0.5271745929579301,2.643169419696405,0.6987275473703101,2.4918315935184054,1.9393725736586316,-0.2900732271534662,-0.5148002855574434,2.493744537342051,0.3100326977974668,53.0,93.6,73.9,63.0,95.0,86.0,16.3,8.4,2.8,0.5
163,Mount Vernon Elementary School,ES,-1.0277694016909495,-0.687699954449973,2.77257413336854,-0.4500457340473934,-1.6703486506002498,-1.9346937495967291,-0.39038155988275375,-0.42368519076851535,0.7489241241941567,0.5032780107877577,31.0,93.3,76.6,44.0,19.0,14.0,14.6,9.8,1.0,0.7
164,Myra Bradwell Communications Arts & Sciences Elementary School,ES,-1.0277694016909495,-1.329801400418152,2.739024763157246,-0.08727522412601336,0.2464448828754467,0.1099523654547112,-0.8801222432080986,-0.7816373488678755,0.9427930589883671,-1.332552462620006,31.0,92.1,75.9,50.0,54.0,52.0,6.3,4.3,1.2,-1.2
165,Nathan Hale Elementary School,ES,0.16560188508524779,-0.045598508481793996,-0.4289943382235513,0.2754952857953667,0.8488657076820941,1.3475013298279515,-0.11305852233707647,-0.04620836950009917,-0.705092886762422,0.21341004130232133,55.0,94.5,9.8,56.0,65.0,75.0,19.3,15.6,-0.5,0.4
166,National Teachers Elementary Academy,ES,0.7622875284733465,0.06141839917957043,-0.4577509412618037,0.51734229240962,-0.19167935334756964,0.48659770243787126,-0.27827224683237356,-0.2349467801343073,0.16731731981152517,0.8897686367683397,67.0,94.7,9.2,60.0,46.0,59.0,16.5,12.7,0.4,1.1
167,Newton Bateman Elementary School,ES,0.16560188508524779,0.8640452066397923,-0.8890999868355884,-0.2686604790867034,-0.8488657076820941,-1.342822505766049,0.028553241516035218,-0.013667264218339033,-0.9958962889537379,-0.26970324117340605,55.0,96.2,0.2,47.0,34.0,25.0,21.7,16.1,-0.8,-0.1
168,Nicholson Technology Academy,ES,-0.18246474022447642,-0.634191500619287,-0.6111194907991494,1.3033450639059434,-0.575038060042709,-0.4281124016640889,0.08165765296095226,-0.4822591802756834,1.6213343307681038,-0.36632589766855156,48.0,93.4,6.0,73.0,39.0,42.0,22.6,8.9,1.9,-0.2
169,North River Elementary School,ES,0.7622875284733465,0.542994483655699,0.06466068059978022,-0.026813472472450025,-0.1369138238196926,-0.15908001810468886,-0.09535705185543746,-0.16986456957078727,-0.4142894845711063,-0.462948554163697,67.0,95.6,20.1,51.0,47.0,47.0,19.6,13.7,-0.2,-0.3
170,Norwood Park Elementary School,ES,2.353449244174943,0.4894860298250206,-0.8843072196625463,1.0010363056381268,-0.9583967667378482,-1.019983645494769,1.7278944077533767,1.4767153576862697,-1.9652409629247904,-1.0426844931345698,99.0,95.5,0.3,68.0,32.0,31.0,50.5,39.0,-1.8,-0.9
171,Ole A Thorp Elementary Scholastic Academy,ES,0.9114589393203711,0.9710621143011567,0.33784840946317723,-0.6918927406616467,0.4107414714590778,-0.15908001810468886,1.627586075024089,1.457190694517214,0.5550551893999461,-0.656193867153988,70.0,96.4,25.8,40.0,57.0,47.0,48.8,38.7,0.8,-0.5
172,Oliver S Westcott Elementary School,ES,-1.0774932053066244,-1.0622591312647447,0.6110361383265742,0.15457178248824,-0.1369138238196926,-0.15908001810468886,-0.8388188120842743,-0.6709975909098915,0.07038285241441991,0.3100326977974668,30.0,92.6,31.5,54.0,47.0,47.0,7.0,6.0,0.3,0.5
173,Oscar DePriest Elementary School,ES,-0.82887418722825,-1.0087506774340587,0.05986791342673811,0.09411003083467666,-0.575038060042709,0.05614588874283118,-0.9686295956162935,-0.42368519076851535,0.6519896567970515,2.049240514710085,35.0,92.7,20.0,53.0,39.0,51.0,4.8,9.8,0.9,2.3
174,Park Manor Elementary School,ES,-1.1769408125379741,0.16843530684093488,-0.10308617045669163,-0.20819872743314005,0.9583967667378482,1.0246624695566713,-0.886022733368645,-0.6905222540789476,1.4274653959738932,0.9863912932634852,28.0,94.9,16.6,48.0,67.0,69.0,6.2,5.7,1.7,1.2
175,Patrick Henry Elementary School,ES,-0.3316361510715011,0.2754522145022917,-0.6925965327408642,-0.5105074857009567,-0.2464448828754467,0.9708559928447914,-0.5142918532542265,-0.26097966435971526,0.3611862546057356,0.7931459802731942,45.0,95.1,4.3,43.0,45.0,68.0,12.5,12.3,0.6,1.0
176,Paul Cuffe Math-Science Technology Academy Elementary School,ES,-0.033293329377451754,-0.5271745929579301,1.3491222829750504,0.15457178248824,1.8346452391838808,0.8632430394210313,-0.03635215024997422,-0.04620836950009917,-0.705092886762422,-1.235929806124861,51.0,93.6,46.9,54.0,83.0,66.0,20.6,15.6,-0.5,-1.1
177,Perkins Bass Elementary School,ES,-1.1769408125379741,-1.329801400418152,0.4864241918274808,0.33595703744893,-0.4107414714590778,0.1099523654547112,-0.9568286152952008,-0.6709975909098915,-0.31735501717400105,0.6965233237780487,28.0,92.1,28.9,57.0,42.0,52.0,5.0,6.0,-0.1,0.9
178,Pershing West Middle School,MS,-0.2819123474558262,0.8640452066397923,-0.7213531357791166,0.21503353414180335,0.46550700098695486,1.4013078065398314,-0.21926734522691035,0.331268451768317,-1.092830756350843,-0.656193867153988,46.0,96.2,3.7,55.0,58.0,76.0,17.5,21.4,-0.9,-0.5
179,Peter A Reinberg Elementary School,ES,0.41422090316362226,0.6500113913170634,-0.5056786129922243,-1.2965102571972802,0.2464448828754467,0.5404041791497513,0.16426451520860072,-0.10478235900726723,-0.5112239519682115,0.3100326977974668,60.0,95.8,8.2,30.0,54.0,60.0,24.0,14.7,-0.3,0.5
180,Philip Rogers Elementary School,ES,1.4584207790927948,0.9710621143011567,-0.754902505990411,0.6382657957167467,0.7941001781542171,1.3475013298279515,0.7720150017448719,0.7803357046566054,0.4581207220028409,0.5032780107877577,81.0,96.4,3.0,62.0,64.0,75.0,34.3,28.3,0.7,0.7
181,Pilsen Elementary Community Academy,ES,-0.43108375830285084,0.7570282989784278,-0.44816540691571954,0.21503353414180335,-0.684569119098463,-1.8270807961729691,-0.18976489442417874,-0.2284385590779552,-1.1897652237479481,0.1167873848071758,43.0,96.0,9.4,55.0,37.0,16.0,18.0,12.8,-1.0,0.3
182,Pulaski International Academy Elmentary School,ES,0.8120113320890213,0.8105367528091063,-0.8172084792399577,0.33595703744893,-1.4512865324887416,-1.289016029054169,0.1760654955296933,0.2011040306412769,0.2642517872086304,0.9863912932634852,68.0,96.1,1.7,57.0,23.0,26.0,24.2,19.4,0.5,1.2
183,Rachel Carson Elementary School,ES,-0.6797027763812253,1.6131635602693282,-0.7117676014330324,0.2754952857953667,-0.73933464862634,-1.289016029054169,-0.10715803217653028,-0.26748788541606733,-0.6081584193653168,0.02016472831203036,38.0,97.6,3.9,56.0,36.0,26.0,19.4,12.2,-0.4,0.2
184,Richard Edwards Elementary School,ES,-0.18246474022447642,0.38246912216365614,-0.40503050235834104,-0.6314309890080835,-0.02738276476393852,-0.05146706468092884,-0.21336685506636394,-0.3195536538668833,-0.8989618215566325,-0.26970324117340605,48.0,95.3,10.3,41.0,49.0,49.0,17.6,11.4,-0.7,-0.1
185,Richard J Daley Elementary Academy,ES,-1.1272170089222993,0.16843530684093488,1.2197175693029152,-0.32912223074026675,-0.4107414714590778,0.0023394120309511717,-0.40218254020384636,-0.7165551383043555,0.7489241241941567,0.3100326977974668,29.0,94.9,44.2,46.0,42.0,50.0,14.4,5.3,1.0,0.5
186,Richard J Oglesby Elementary School,ES,-0.381359954687176,-0.09910696231247242,0.3186773407710089,-0.1477369757795767,-0.9583967667378482,-0.3743059249522089,-0.9509281251346544,-0.5733742750646115,0.4581207220028409,0.1167873848071758,44.0,94.4,25.4,49.0,32.0,43.0,5.1,7.5,0.7,0.3
187,Robert Fulton Elementary School,ES,-0.2819123474558262,0.2754522145022917,-0.4146160367044252,0.6987275473703101,-0.575038060042709,0.1637588421665912,-0.68540606791007,-0.9899004226711398,0.6519896567970515,-1.0426844931345698,46.0,95.1,10.1,63.0,39.0,53.0,9.6,1.1,0.9,-0.9
188,Robert H Lawrence Elementary School,ES,-1.6244550450790483,-2.078919754047688,-0.2276981169557851,-0.026813472472450025,-1.0679278257936022,-0.804757738647249,-1.0925398889877664,-0.8402113383750436,-1.577503093336369,-1.4291751191151516,19.0,90.7,14.0,51.0,30.0,35.0,2.7,3.4,-1.4,-1.3
189,Robert L Grimes Elementary School,ES,1.358973171861445,0.3289606683329777,-0.6590471625295699,0.4568805407560567,1.1774588848493563,1.1860818996923115,0.052155202158220636,0.16205470430316504,-0.6081584193653168,0.40665535429261224,79.0,95.2,5.0,59.0,71.0,72.0,22.1,18.8,-0.4,0.6
190,Ronald Brown Elementary Community Academy,ES,-1.0277694016909495,-0.4201576852965657,0.8075395924212985,-1.1151250022365902,-0.2464448828754467,-0.10527354139280885,-0.4611874418093096,-0.24796322224701128,0.3611862546057356,1.1796366062537758,31.0,93.8,35.6,33.0,45.0,48.0,13.4,12.5,0.6,1.4
191,Ronald E McNair Elementary School,ES,-1.0277694016909495,-2.078919754047688,1.6318955461845313,0.4568805407560567,-1.6155831210723728,-0.9661771687828891,-0.6736050875889773,-0.6970304751352996,-1.3836341585421588,-1.8156657450957334,31.0,90.7,52.8,59.0,20.0,32.0,9.8,5.6,-1.2,-1.7
192,Rosario Castellanos Elementary School,ES,-0.779150383612575,0.9175536604704707,0.26595690186754645,-1.9011277737329135,-1.0131622962657252,-1.7732743194610892,-0.7798139104788111,-0.6579811487971876,-0.9958962889537379,-0.7528165236491334,36.0,96.3,24.3,20.0,31.0,17.0,8.0,6.2,-0.8,-0.6
193,Roswell B Mason Elementary School,ES,-0.7294265799969002,-1.1692760389261017,0.587072302461364,0.3964187891024934,-0.73933464862634,0.0023394120309511717,-1.0040325365795715,-0.6840140330225954,-2.256044365116106,-0.9460618366394244,37.0,92.4,31.0,58.0,36.0,50.0,4.2,5.8,-2.1,-0.8
194,Rufus M Hitch Elementary School,ES,0.6131161176263218,0.2754522145022917,-0.7213531357791166,0.3964187891024934,1.1226933553214793,0.8094365627091513,0.48879147403864853,0.5460397466279332,-0.31735501717400105,-0.1730805846782606,64.0,95.1,3.7,58.0,70.0,65.0,29.5,24.7,-0.1,0.0
195,Salmon P Chase Elementary School,ES,0.16560188508524779,0.43597757599434217,-0.012023594168892692,-0.7523544923152101,-1.2322244143772334,-1.342822505766049,-0.24286930586909555,-0.34558653809229134,-0.8020273541595273,-0.07645792818311511,55.0,95.4,18.5,39.0,27.0,25.0,17.1,11.0,-0.6,0.1
196,Samuel Gompers Fine Arts Options Elementary School,ES,-0.8785979908439249,-0.5271745929579301,1.6989942866071204,0.033648279181113315,0.5202725305148319,0.3789847490141112,-0.4552869516487633,-0.5082920645010914,0.16731731981152517,-0.8494391801442789,34.0,93.6,54.2,52.0,59.0,57.0,13.5,8.5,0.4,-0.7
197,Scott Joplin Elementary School,ES,-0.82887418722825,0.22194376067161328,1.234095870822041,0.09411003083467666,-0.8488657076820941,-0.2666929715284489,-0.6736050875889773,-0.26748788541606733,-0.026551614982685316,0.5032780107877577,35.0,95.0,44.5,53.0,34.0,45.0,9.8,12.2,0.2,0.7
198,Sidney Sawyer Elementary School,ES,0.2650494923165976,1.1850959296238779,-0.5440207503765606,-0.7523544923152101,-1.1226933553214793,-1.3966289824779292,-0.1484614633003545,-0.2349467801343073,-0.6081584193653168,0.21341004130232133,57.0,96.8,7.4,39.0,29.0,24.0,18.7,12.7,-0.4,0.4
199,South Loop Elementary School,ES,1.6075921899398196,0.38246912216365614,-0.2900040902053318,-0.9337397472759001,-0.19167935334756964,0.3789847490141112,1.9462125436935906,2.1145210212087657,0.7489241241941567,1.2762592627489213,84.0,95.3,12.7,36.0,46.0,57.0,54.2,48.8,1.0,1.5
200,Spencer Technology Academy,ES,-0.82887418722825,-1.1157675850954232,0.2563713675214624,1.1824215605988169,0.35597594193120075,0.8632430394210313,-0.6205006761440605,-0.34558653809229134,0.4581207220028409,1.4695045757392124,35.0,92.5,24.1,71.0,56.0,66.0,10.7,11.0,0.7,1.7
201,Stephen Decatur Classical Elementary School,ES,2.353449244174943,0.8640452066397923,-0.764488040336495,2.8753506068985906,2.7108937116299137,2.6388567709130717,4.271005666948842,5.0302040544544635,-0.026551614982685316,-1.1393071496297154,99.0,96.2,2.8,99.0,99.0,99.0,93.6,93.6,0.2,-1.0
202,Stephen F Gale Elementary Community Academy,ES,-0.6299789727655504,-1.329801400418152,0.7691974550369619,-1.4778955121579702,-1.1226933553214793,-0.9123706920710091,-0.8034158711209964,-0.6124236014027234,-0.705092886762422,-0.1730805846782606,39.0,92.1,34.8,27.0,29.0,33.0,7.6,6.9,-0.5,0.0
203,Stephen K Hayt Elementary School,ES,1.0109065465517209,0.542994483655699,1.7660930270297093,-0.4500457340473934,0.9036312372099712,-0.10527354139280885,0.4356870625937317,0.4484164307826531,0.07038285241441991,-0.07645792818311511,72.0,95.6,55.6,44.0,66.0,48.0,28.6,23.2,0.3,0.1
204,Talman Elementary School,ES,2.353449244174943,0.8640452066397923,-0.4577509412618037,2.8753506068985906,1.7251141801281267,1.8855660969467516,0.35898069050662945,0.012365620007068891,0.2642517872086304,0.5032780107877577,99.0,96.2,9.2,99.0,81.0,85.0,27.3,16.5,0.5,0.7
205,Telpochcalli Elementary School,ES,-0.48080756191852575,0.43597757599434217,-0.7692808075095372,-1.780204270425787,1.0679278257936022,1.7241466668111116,-0.7562119498366258,-0.5863907171773154,-0.31735501717400105,0.6965233237780487,42.0,95.4,2.7,22.0,69.0,82.0,8.4,7.3,-0.1,0.9
206,Thomas Chalmers Specialty Elementary School,ES,-0.8785979908439249,-0.09910696231247242,-0.7357314372982428,-0.3895839823938301,1.5608175915444957,2.046985527082392,-1.1279428299510441,-0.7425880225297635,-0.8989618215566325,0.9863912932634852,34.0,94.4,3.4,45.0,78.0,88.0,2.1,4.9,-0.7,1.2
207,Thomas Hoyne Elementary School,ES,0.7622875284733465,0.11492685301024885,-0.8986855211816726,1.3033450639059434,0.9036312372099712,0.9170495161329114,0.12886157424532269,-0.1503399064017312,0.4581207220028409,-0.1730805846782606,67.0,94.8,0.0,73.0,66.0,67.0,23.4,14.0,0.7,0.0
208,Turner-Drew Elementary Language Academy,ES,0.2153256887009227,0.6500113913170634,0.2515786003484202,-0.026813472472450025,0.9036312372099712,1.3475013298279515,0.1760654955296933,0.4484164307826531,-0.12348608237979057,0.6965233237780487,56.0,95.8,24.0,51.0,66.0,75.0,24.2,23.2,0.1,0.9
209,Uplift Community High School,HS,-0.08301713299312664,-3.149088830661317,-0.5104713801652663,0.6382657957167467,0.19167935334756964,-0.10527354139280885,0.12296108408477649,-0.9118017699949156,0.5550551893999461,-0.36632589766855156,50.0,88.7,8.1,62.0,53.0,48.0,23.3,2.3,0.8,-0.2
210,Victor Herbert Elementary School,ES,-0.08301713299312664,-0.9552422236033803,-0.40503050235834104,1.2428833122523801,0.02738276476393852,-0.10527354139280885,0.5182939248413801,-0.39114408548675533,1.8152032655623145,-0.9460618366394244,50.0,92.8,10.3,72.0,50.0,48.0,30.0,10.3,2.1,-0.8
211,Virgil Grissom Elementary School,ES,0.513668510394972,0.4894860298250206,-0.7788663418556212,0.7591892990238734,2.053707357295389,1.0246624695566713,0.04625471199767423,0.09046427268329289,-1.2866996911450534,-1.6224204321054427,62.0,95.5,2.5,64.0,87.0,69.0,22.0,17.7,-1.1,-1.5
212,Walter L Newberry Math & Science Academy Elementary School,ES,0.961182742936046,0.2754522145022917,-0.7980374105477894,0.8801128023310001,-0.30121041240332375,-0.4819188783759689,1.4741733308498848,1.2749605049393575,0.7489241241941567,1.0830139497586306,71.0,95.1,2.1,66.0,44.0,41.0,46.2,35.9,1.0,1.3
213,Walter Q Gresham Elementary School,ES,-1.326112223384999,0.4894860298250206,0.7979540580752142,-2.4452835386149836,0.4107414714590778,0.9708559928447914,-0.6677045974284309,-0.5798824961209634,1.1366619937825777,-0.1730805846782606,25.0,95.5,35.4,11.0,57.0,68.0,9.9,7.4,1.4,0.0
214,Wendell Smith Elementary School,ES,-1.4752836342320235,-1.329801400418152,3.4148049345561753,-3.049901055150617,-1.1226933553214793,-1.019983645494769,-0.6972070482311625,-0.7881455699242277,-0.705092886762422,-1.1393071496297154,22.0,92.1,90.0,1.0,29.0,31.0,9.4,4.2,-0.5,-1.0
215,West Pullman Elementary School,ES,-1.4255598306163486,-1.8113774848942805,-0.5344352160304765,-0.2686604790867034,0.02738276476393852,0.3789847490141112,-0.9155251841713766,-0.6905222540789476,-1.092830756350843,-1.4291751191151516,23.0,91.2,7.6,47.0,50.0,57.0,5.7,5.7,-0.9,-1.3
216,Whitney M Young Magnet High School,HS,2.1545540297122434,0.007909945348884418,-0.841172315105168,0.9405745539845635,-0.19167935334756964,0.1099523654547112,4.619134586421075,3.949839359100031,-1.3836341585421588,-0.9460618366394244,95.0,94.6,1.2,67.0,46.0,52.0,99.5,77.0,-1.2,-0.8
217,Wildwood Elementary School,ES,2.353449244174943,0.8640452066397923,-0.850757849451252,0.9405745539845635,-0.2464448828754467,0.27137179559035124,1.8695061716064882,1.0992385364178539,0.4581207220028409,-0.5595712106588425,99.0,96.2,1.0,67.0,45.0,55.0,52.9,33.2,0.7,-0.4
218,Willa Cather Elementary School,ES,0.8617351357046962,0.16843530684093488,0.5151807948657332,1.7870390771344502,1.8346452391838808,0.6480171325735113,-0.05405362073161323,0.29872734648655697,2.396810069944946,2.049240514710085,69.0,94.9,29.5,81.0,83.0,62.0,20.3,20.9,2.7,2.3
219,William Bishop Owen Scholastic Academy Elementary School,ES,-0.13274093660880154,1.238604383454564,-0.841172315105168,0.2754952857953667,-0.1369138238196926,0.05614588874283118,0.42388608227263885,0.8258932520510693,0.4581207220028409,-0.07645792818311511,49.0,96.9,1.2,56.0,47.0,51.0,28.4,29.0,0.7,0.1
220,William C Goudy Elementary School,ES,0.9114589393203711,0.8105367528091063,-0.6111194907991494,0.5778040440631834,0.1369138238196926,0.8094365627091513,0.5654978461257508,0.47444931500806126,0.6519896567970515,0.7931459802731942,70.0,96.1,6.0,61.0,52.0,65.0,30.8,23.6,0.9,1.0
221,William C Reavis Math & Science Specialty Elementary School,ES,-0.18246474022447642,-0.5806830467886086,0.8842238671899714,-1.5383572638115335,-1.8894107687117578,-2.1499196564442493,-0.9096246940108302,-0.40416052759945936,-0.8989618215566325,-0.1730805846782606,48.0,93.5,37.2,26.0,15.0,10.0,5.8,10.1,-0.7,0.0
222,William E Dever Elementary School,ES,0.7622875284733465,0.4894860298250206,-0.7980374105477894,1.6056538221737602,-0.73933464862634,-0.697144785223489,0.606801277249575,0.7543028204311972,0.16731731981152517,1.0830139497586306,67.0,95.5,2.1,78.0,36.0,37.0,31.5,27.9,0.4,1.3
223,William F Finkl Elementary School,ES,0.2153256887009227,0.3289606683329777,-0.5775701205878551,0.033648279181113315,0.35597594193120075,-0.4819188783759689,-0.11895901249762288,-0.4367016328812194,0.16731731981152517,0.5032780107877577,56.0,95.2,6.7,52.0,56.0,41.0,19.2,9.6,0.4,0.7
224,William H Brown Elementary School,ES,-0.779150383612575,-0.9552422236033803,1.9290471109131389,1.6056538221737602,1.2869899439051105,1.2936948531160715,-0.6500031269467921,-0.8532277804877477,0.845858591591262,-1.0426844931345698,36.0,92.8,59.0,78.0,73.0,74.0,10.2,3.2,1.1,-0.9
225,William H Seward Communication Arts Academy Elementary School,ES,-0.5802551691498755,0.596502937486385,-0.20852704826361687,-0.6314309890080835,0.73933464862634,0.8632430394210313,-0.5319933237358656,-0.5473413908392034,-1.2866996911450534,-0.656193867153988,40.0,95.7,14.4,41.0,63.0,66.0,12.2,7.9,-1.1,-0.5
226,William J & Charles H Mayo Elementary School,ES,0.016430474238223133,0.38246912216365614,0.3474339438092613,0.8196510506774368,-0.1369138238196926,0.1099523654547112,-0.33727714843783685,-0.6709975909098915,0.4581207220028409,-0.462948554163697,52.0,95.3,26.0,65.0,47.0,52.0,15.5,6.0,0.7,-0.3
227,William J Onahan Elementary School,ES,0.6131161176263218,0.596502937486385,-0.5679845862417708,-1.4778955121579702,-0.575038060042709,-0.9661771687828891,0.8192189230292427,0.8649425783891815,-0.026551614982685316,-0.1730805846782606,64.0,95.7,6.9,27.0,39.0,32.0,35.1,29.6,0.2,0.0
228,William K New Sullivan Elementary School,ES,-1.226664616153649,-2.292953569370417,0.409739917058808,-0.6918927406616467,-0.9036312372099712,0.43279122572599127,-1.0807389086666737,-0.6840140330225954,-1.092830756350843,0.02016472831203036,27.0,90.3,27.3,40.0,33.0,58.0,2.9,5.8,-0.9,0.2
229,William W Carter Elementary School,ES,-1.9227978667730974,-1.8113774848942805,0.39536161553968185,-0.9942014989294635,0.684569119098463,0.32517827230223123,-0.850619792405367,-0.7035386961916515,-0.4142894845711063,-1.332552462620006,13.0,91.2,27.0,35.0,62.0,56.0,6.8,5.5,-0.2,-1.2
