school,x,y,level,safety,attendance,misconduct,instr,teachers
609964,-1.3204745973779393,-1.1774897398147894,ES,33.0,94.4,7.5,43.0,33.0
610026,2.6656384697774533,-0.5351104765733793,ES,64.0,95.4,14.9,54.0,48.0
610207,1.7623994942103063,-0.6494329876556274,ES,74.0,97.2,0.3,31.0,48.0
609782,7.100094612902188,1.4955984369281623,ES,95.0,96.2,4.5,60.0,65.0
610126,3.957623548938611,1.8026607914015766,ES,48.0,95.5,19.2,47.0,78.0
610054,0.13620102326607314,0.14473149443919456,ES,72.0,95.7,5.4,39.0,48.0
609723,-1.0575684675069374,-2.3793799618581075,HS,51.0,74.1,42.9,46.0,42.0
609710,-0.901204881199196,-2.8830250210151274,HS,48.0,81.2,21.6,47.0,48.0
609954,1.6159628829843713,1.9613636773473135,ES,44.0,95.2,3.2,43.0,59.0
610180,-3.392804554892991,1.6326534838494557,ES,37.0,92.4,20.1,64.0,48.0
610199,-0.3302680433472655,1.5531492316688338,ES,60.0,95.9,23.4,63.0,48.0
610111,2.886434480261781,1.0196933187078145,ES,75.0,96.3,12.8,68.0,48.0
609775,-0.3752767478083446,0.14558989231517655,ES,48.0,91.9,32.9,58.0,35.0
610184,0.088414367686087,1.705185849105468,ES,66.0,96.2,5.9,67.0,43.0
610269,-0.45819863593745014,0.5061827049688754,ES,56.0,94.0,8.8,41.0,42.0
610130,0.6655909508536815,1.3117784154664236,ES,26.0,93.5,20.8,62.0,46.0
609864,-1.9592838628299245,1.6632758063139705,ES,48.0,94.0,26.0,47.0,48.0
609937,4.480812028241685,-0.813933990473672,ES,60.0,95.3,10.2,51.0,55.0
610225,-2.1428562272736125,-0.8163296135617963,ES,45.0,92.4,11.1,28.0,21.0
609828,3.441772120984327,1.3204086382932698,ES,71.0,95.9,4.3,51.0,63.0
610159,-0.4506110441577152,-1.410411571856541,ES,44.0,95.9,8.0,20.0,48.0
609865,-2.4575760795381236,-1.1305255670030863,ES,61.0,95.6,16.4,49.0,15.0
610313,0.15686785554086263,0.11144597501565999,ES,57.0,95.0,29.0,40.0,64.0
609950,0.48849064918693,0.7853176542939684,ES,48.0,95.8,3.6,47.0,54.0
610242,0.8976634389842413,1.8335506155728525,ES,50.0,96.5,13.7,59.0,54.0
609938,-2.235505718013538,-1.55466953212384,ES,32.0,96.1,16.8,28.0,17.0
610041,1.8356069137557163,0.46299963523478055,ES,57.0,95.5,2.2,56.0,45.0
610015,-0.8983914311118031,-0.042421620659176845,ES,36.0,96.4,5.3,53.0,43.0
609925,0.2806680641421891,1.047967326590831,ES,58.0,95.2,4.4,45.0,50.0
610043,-0.9892638485529524,-0.6143335587440637,ES,43.0,95.4,16.1,22.0,48.0
610189,0.28279753096713506,0.1340564744368233,ES,37.0,94.9,11.0,68.0,48.0
610218,-2.7080883768017125,0.4736395720255954,ES,33.0,95.0,21.6,40.0,48.0
610019,4.185090051368986,3.140970028975478,ES,62.0,94.8,8.2,56.0,59.0
610129,0.22174173715166304,0.15472874047645385,ES,50.0,95.8,5.1,37.0,34.0
610022,0.29582991899579475,-0.6142842598853541,ES,48.0,96.0,15.6,47.0,42.0
610253,-4.670356970706888,0.9721327183462517,ES,67.0,90.5,113.5,26.0,48.0
610000,1.919910728534226,3.321726905644347,ES,67.0,96.0,7.7,69.0,67.0
610280,-4.0500902744120495,0.6778362574915473,ES,31.0,83.4,116.9,20.0,48.0
610016,3.4354761623347327,-0.1773146316729632,ES,76.0,96.3,12.0,63.0,48.0
609716,-1.6832340348458654,-3.9139594922447745,HS,32.0,74.4,12.9,28.0,43.0
609746,2.4084296302715558,-3.4562982399066198,HS,63.0,88.4,5.9,56.0,48.0
609719,-0.24650117787096962,-2.0549799290621107,HS,64.0,87.7,8.5,43.0,48.0
610368,-3.475708855400753,1.1116349003320154,ES,28.0,90.0,27.5,30.0,48.0
610033,8.702280770418197,-1.6083737433062841,ES,99.0,96.8,7.0,52.0,43.0
610520,6.284294283532669,2.2964995570839766,ES,66.0,95.1,5.6,52.0,79.0
609910,0.6647008512170555,-0.7840428342179366,ES,54.0,96.1,5.7,27.0,30.0
610133,-1.3902031094489664,-1.617015096324901,ES,48.0,92.9,3.9,47.0,48.0
610034,-4.2162731473734105,0.376704900142421,ES,48.0,91.0,18.8,47.0,48.0
610024,0.6611635922892406,1.1375518684019175,ES,48.0,96.3,3.2,47.0,58.0
609907,-0.5473828849698872,0.8306178869649444,ES,33.0,94.7,20.8,52.0,48.0
610298,10.076378669122454,-2.0088302181148743,ES,79.0,97.4,0.3,67.0,63.0
610036,-3.510853802316077,0.05373077117808226,ES,21.0,91.8,37.7,64.0,48.0
609738,-0.1623096429540763,-1.824236530572417,HS,65.0,84.6,9.2,49.0,45.0
609807,-2.0201133970785974,0.008741306138757914,ES,42.0,95.0,94.9,28.0,48.0
609834,-0.005871766290142167,0.7064795628832727,ES,45.0,96.7,3.2,66.0,43.0
610325,-0.5046952766198224,-2.430043922076429,MS,56.0,95.1,5.1,28.0,48.0
609809,-0.6680447284520946,-1.270570653113262,ES,57.0,94.7,9.2,46.0,32.0
609773,0.7313493082493786,-1.754563115769465,ES,53.0,95.2,32.6,21.0,48.0
609774,6.248585656129568,-1.089328481390008,ES,48.0,96.6,3.7,47.0,57.0
610156,-2.333732901520276,1.8426077086720696,ES,42.0,92.6,83.4,62.0,48.0
610094,3.7471070863976252,-1.985498497304665,ES,58.0,95.5,5.3,30.0,48.0
610117,-0.6675811759455491,-0.8854190896143379,ES,50.0,95.0,5.0,38.0,48.0
610237,-2.0171927370876306,1.2085159378737638,ES,40.0,93.7,11.4,59.0,48.0
610108,-3.595069291654604,0.22181129999569124,ES,5.0,89.2,26.7,40.0,48.0
609818,-0.03171542976218685,-0.04978005829717526,ES,37.0,95.2,9.8,34.0,48.0
609817,0.5403006509787776,-1.8175186317318512,ES,59.0,95.4,3.9,38.0,41.0
610205,-2.0609304560669175,-1.1270398951392062,ES,56.0,94.3,17.8,25.0,48.0
610369,-2.636630622779392,1.6968675557010529,ES,38.0,92.5,35.7,66.0,48.0
610197,2.511763202054606,1.0909813841982938,ES,63.0,95.8,3.2,71.0,55.0
609722,-1.6828416575230334,-4.063535420822965,HS,41.0,66.8,19.7,31.0,32.0
609872,0.22806143723523786,0.9162485484906612,ES,45.0,95.9,7.3,45.0,48.0
610128,1.8883347814132534,0.5970896913700959,ES,50.0,94.0,20.5,48.0,48.0
610544,0.5382415968842832,2.8877411734558693,ES,54.0,95.5,19.7,81.0,84.0
610017,1.013128252795315,0.8789972655851761,ES,60.0,96.8,19.4,64.0,48.0
609756,-1.093854203066045,-2.7063332411402254,HS,43.0,85.0,9.1,45.0,39.0
610502,-0.6278221578770815,-2.002791596395758,HS,41.0,91.3,4.5,34.0,35.0
610081,6.32452403653857,0.7397471264721774,ES,74.0,96.8,1.3,63.0,63.0
610177,9.37027246676975,-3.179329946785193,ES,87.0,97.1,0.0,53.0,48.0
610206,3.9239655490304433,1.7529664113113477,ES,67.0,96.3,5.3,44.0,71.0
610053,-5.586126282552675,-0.7180608690192293,ES,15.0,93.1,64.6,17.0,48.0
610152,-1.6628952181820698,0.6706273317005046,ES,43.0,93.9,30.9,41.0,48.0
610154,-0.6667014067215169,1.434297983987827,ES,40.0,95.5,95.1,43.0,37.0
610539,-0.2133789521198638,1.0133209562625722,ES,54.0,95.1,4.3,41.0,88.0
610355,3.795820457716581,0.3779656625320053,ES,99.0,94.9,10.8,80.0,48.0
610312,0.9003987769358739,1.0227696373214021,ES,48.0,95.5,3.1,47.0,53.0
610127,2.6253244820447117,-1.1863463189298795,ES,62.0,95.5,10.3,58.0,48.0
610046,2.900575057574388,-0.9197802809180179,ES,55.0,95.9,3.7,38.0,48.0
609888,2.385003375886004,2.7209121201099866,ES,57.0,94.4,12.7,73.0,83.0
610365,-2.5163689965726257,1.5296902971887538,ES,53.0,93.3,25.8,39.0,46.0
610535,-0.757571657421603,-1.3449957374193684,HS,50.0,90.4,44.3,59.0,48.0
610240,-3.3160953771090647,0.07965501666309209,ES,37.0,90.9,13.2,22.0,48.0
609935,-0.06561424037789551,-0.4235659698950051,ES,49.0,95.1,5.9,32.0,40.0
610362,0.9784017824486293,0.8663898668579367,ES,27.0,94.9,18.1,49.0,48.0
609928,-5.6694287275327175,0.5260616269740485,ES,22.0,91.8,40.2,33.0,48.0
610055,-0.17294168512991373,2.2976903778829767,ES,35.0,93.3,39.4,66.0,48.0
609832,0.6580309534524449,-1.0164935278459524,ES,63.0,94.6,51.8,38.0,57.0
610244,-2.6562398250834245,-2.915563091990958,HS,48.0,79.1,24.4,47.0,48.0
610208,-3.9135003907374815,0.9026134313900349,ES,15.0,91.5,39.1,46.0,30.0
609830,-3.4244364478867477,0.17449649501172443,ES,30.0,91.3,16.6,45.0,48.0
610011,4.641151906525423,-0.013949668366382922,ES,64.0,95.7,8.1,66.0,41.0
610018,-0.5725487501792762,-1.351831250779672,MS,57.0,91.4,3.4,37.0,62.0
609725,1.3230385151357051,-4.499161936823296,HS,40.0,84.2,11.1,38.0,48.0
610257,0.6498998494318359,4.7706857593019185,ES,53.0,93.6,73.9,63.0,95.0
610075,-7.131114170127515,1.4382275814594436,ES,28.0,80.4,251.6,14.0,48.0
610082,5.4918480956123,-1.8140477338436547,ES,84.0,96.0,2.9,38.0,48.0
610086,-3.6972058725703523,0.8027953709479259,ES,31.0,93.3,76.6,44.0,19.0
610385,-0.45957415471454693,-1.2680297993930765,HS,48.0,89.2,22.4,42.0,48.0
609806,-2.2410189151200135,1.250718045165873,ES,31.0,92.1,75.9,50.0,54.0
609952,0.44012244032185316,-0.052551259671723784,ES,48.0,95.5,3.8,47.0,48.0
609960,1.4032113251766192,1.3404142918395348,ES,55.0,94.5,9.8,56.0,65.0
610134,-1.9556693007632466,2.841800118082604,ES,48.0,91.6,54.2,83.0,48.0
610348,-0.008860316394977932,2.7665540985512185,ES,49.0,92.9,57.7,99.0,48.0
609876,-0.9903878703240027,0.6933267807097867,ES,43.0,95.1,2.4,46.0,48.0
610231,1.6089321460178136,2.6726234665539055,ES,67.0,94.7,9.2,60.0,46.0
609692,-0.7929002094564013,-2.2953635126287657,HS,52.0,78.6,2.1,42.0,48.0
610085,-6.559563809892287,-0.17634951661997758,ES,50.0,80.2,58.3,23.0,48.0
610284,0.06865480604852076,0.40581157729457906,ES,48.0,96.2,3.1,47.0,48.0
610323,-2.947434068691561,-4.224507481806109,HS,17.0,75.6,61.8,25.0,6.0
609792,0.5284870532116187,-0.9004390990508913,ES,55.0,96.2,0.2,47.0,34.0
609730,-0.9421951335041817,-1.9084942980915443,HS,48.0,81.7,41.3,42.0,48.0
609793,0.7149383269823918,1.3547367806345763,ES,48.0,93.4,6.0,73.0,39.0
609961,-0.8502802681904306,1.807202721617247,ES,36.0,93.9,25.9,55.0,48.0
609810,2.0340147001529005,-0.9002000296269181,ES,67.0,95.6,6.6,35.0,48.0
609691,-0.6903328677183551,-2.519222348396525,HS,42.0,88.6,15.3,25.0,48.0
610354,0.6357073237189778,0.308077774781227,ES,67.0,95.6,20.1,51.0,47.0
609749,1.6291202147713797,0.8843463960205726,HS,99.0,95.7,2.8,88.0,48.0
609744,2.227846126509194,1.5691401397499627,HS,99.0,89.8,5.3,34.0,84.0
610051,-2.2577379723649362,-3.190289548895124,MS,34.0,93.4,2.2,13.0,48.0
610099,6.954864149418699,-1.8427528818209378,ES,99.0,95.5,0.3,68.0,32.0
610529,2.549409147719848,-4.177278740380149,HS,56.0,94.2,13.7,24.0,48.0
610201,5.292438362882122,-1.3797820770097602,ES,70.0,96.4,25.8,40.0,57.0
610300,-2.3461757687656166,0.6639088267434214,ES,30.0,92.6,31.5,54.0,47.0
609997,-7.434942507661433,0.39882098489432094,ES,21.0,87.0,139.8,41.0,48.0
610105,9.900160055149092,-1.2191828136939222,ES,99.0,96.5,2.3,71.0,48.0
610329,3.619778713729436,-1.0599637493115137,ES,55.0,97.6,1.4,44.0,48.0
610389,-0.7102504092502449,-2.883723403848775,HS,48.0,66.3,10.2,47.0,48.0
609811,-2.232644102500029,1.0668856499341577,ES,18.0,92.2,55.7,27.0,48.0
610367,-0.859112123634031,1.687931218836562,ES,35.0,92.7,20.0,53.0,39.0
610059,0.404100487264078,-0.7414852158591435,ES,67.0,95.0,11.4,46.0,48.0
610021,-3.086921205348576,0.2252157219382841,ES,48.0,92.0,47.1,47.0,48.0
610115,-1.5645111041557662,3.329891603975479,ES,28.0,94.9,16.6,48.0,67.0
610116,-4.4168626035326355,0.9832478698045991,ES,48.0,89.8,90.7,47.0,48.0
609988,1.1009772488014629,0.8858504393137773,ES,45.0,95.1,4.3,43.0,45.0
610003,1.7305663538871041,1.069897086791575,ES,51.0,93.6,46.9,54.0,83.0
609676,-1.1600539073546967,-2.1694886563715516,HS,29.0,76.9,21.5,37.0,49.0
610146,-3.3141133799485756,0.6730193935484258,ES,36.0,92.4,33.3,56.0,48.0
609707,-1.4129753110648298,-2.672894640994482,HS,29.0,73.5,26.4,40.0,48.0
609762,-1.6215068600121594,-2.266610006230411,HS,28.0,74.6,33.4,35.0,51.0
609791,-3.452906096540841,1.2349012709865483,ES,28.0,92.1,28.9,57.0,42.0
610395,0.6667941748700869,-1.12199223984068,MS,46.0,96.2,3.7,55.0,58.0
610145,1.1080507222466078,-0.8087141103652346,ES,60.0,95.8,8.2,30.0,54.0
609867,-0.5802559020203049,0.6593875560551464,ES,48.0,96.2,5.7,47.0,48.0
610147,5.336742990800259,1.2830512310736426,ES,81.0,96.4,3.0,62.0,64.0
609777,-2.90309153007538,0.12444616387402893,ES,36.0,93.9,16.0,14.0,48.0
610090,2.3813631255115544,-0.7483574022833758,ES,66.0,95.6,3.5,37.0,48.0
609981,-4.244586209493804,-0.1310697955227904,ES,33.0,92.1,25.5,27.0,48.0
610304,0.11089442914192871,-0.7853316086974511,HS,53.0,92.1,4.3,78.0,48.0
610013,-1.7354410818843993,-0.4810716986279526,ES,43.0,96.0,9.4,55.0,37.0
610135,1.6769333321192894,-0.8450621116509024,ES,62.0,94.2,3.7,32.0,48.0
610138,2.1402917127273784,-1.302167485978399,ES,68.0,96.1,1.7,57.0,23.0
609842,0.5951826467038872,-0.3259128186390932,ES,38.0,97.6,3.9,56.0,36.0
609902,-1.1788958617103145,0.40477651096782735,ES,48.0,94.9,22.3,47.0,48.0
610141,1.5329015644416717,-0.35600338530774756,ES,46.0,94.9,8.1,41.0,48.0
609769,0.7079814905587968,-0.19877029601850918,HS,90.0,86.3,3.7,39.0,52.0
609903,-0.6092286041723576,-0.3389780637509601,ES,48.0,95.3,10.3,41.0,49.0
610291,-0.15433346738642914,-0.26688057319482716,ES,59.0,95.0,21.8,35.0,48.0
610239,-1.8766514587743068,0.7322247685728798,ES,29.0,94.9,44.2,46.0,42.0
610102,-1.9077290897127646,0.37235872152544397,ES,44.0,94.4,25.4,49.0,32.0
609702,-1.2819426873128006,-3.0220084610608913,HS,43.0,57.9,19.9,48.0,48.0
610234,-0.7979744902332606,1.0463950566679965,ES,42.0,93.7,5.6,73.0,48.0
609695,-1.1240244714250385,-3.442841980587298,HS,51.0,81.1,8.7,42.0,41.0
610350,2.41024939289584,0.36133298605073544,ES,68.0,96.0,0.4,58.0,48.0
609906,-0.49987635562787847,2.171713203293472,ES,37.0,89.8,30.1,71.0,48.0
609929,-2.7113432034052813,1.7890655219000757,ES,46.0,95.1,10.1,63.0,39.0
609979,5.077105664320291,-1.1197380869628102,ES,63.0,96.6,11.3,36.0,48.0
610045,-5.27388443522926,-0.5474938242859893,ES,19.0,90.7,14.0,51.0,30.0
609956,1.9131625054700994,1.634407911413586,ES,79.0,95.2,5.0,59.0,71.0
610391,3.073857355900569,-2.4369913410726642,HS,66.0,92.7,2.1,85.0,48.0
610252,-0.7342566374032883,1.4518527948544961,ES,48.0,94.4,6.9,65.0,48.0
609759,-1.7305330464387119,-3.9352194974046593,HS,44.0,69.6,20.6,34.0,25.0
610029,-0.8892277176881214,0.08078896809104899,ES,55.0,94.8,0.9,37.0,48.0
609733,-1.4202279284261183,-3.7189005872935716,HS,30.0,81.6,14.7,34.0,33.0
610091,-1.1254103592025286,1.1389300990357183,ES,31.0,93.8,35.6,33.0,45.0
610282,-2.926474953235888,-0.47640312483503805,ES,31.0,90.7,52.8,59.0,20.0
609826,-2.992033735047838,-1.5492411093493528,ES,36.0,96.3,24.3,20.0,31.0
610056,-4.198134032206214,-0.07176654476902625,ES,37.0,92.4,31.0,58.0,36.0
610027,1.211650213220228,-0.1006593248719895,ES,52.0,94.7,23.4,42.0,48.0
610250,2.5979049475197176,0.0037266935367764207,ES,64.0,95.1,44.6,53.0,48.0
609995,3.7500094738958647,1.1124061796749383,ES,64.0,95.1,3.7,58.0,70.0
609853,-0.09069465071321157,-0.8205818592052724,ES,55.0,95.4,18.5,39.0,27.0
609943,-1.3621671862460762,1.6473941839531976,ES,34.0,93.6,54.2,52.0,59.0
610155,7.547783696747363,-0.9371810209271549,ES,99.0,96.3,1.5,61.0,48.0
609805,-1.2252669488408807,0.295773585288808,ES,35.0,95.0,44.5,53.0,34.0
609968,-1.6906186058212966,-0.1267878507584863,ES,48.0,93.9,14.2,47.0,48.0
610157,-0.09939471199644138,-1.006643428474005,ES,57.0,96.8,7.4,39.0,29.0
610283,-4.7566112295961895,0.031384871312444745,ES,30.0,90.9,29.5,22.0,48.0
610521,-3.1465688581438718,1.4115344906758862,ES,35.0,93.0,57.8,54.0,48.0
610534,7.28319646491855,-1.074382497825712,ES,48.0,96.4,0.0,47.0,48.0
610226,-0.21506960541021963,0.1144315537477153,ES,48.0,95.8,3.7,47.0,48.0
610160,-4.499504345053571,1.6779730658310903,ES,17.0,89.5,84.7,54.0,48.0
609990,6.814237705481306,-1.1075455686714615,ES,84.0,95.3,12.7,36.0,46.0
610530,-0.7822623127303248,1.1484073045265981,ES,48.0,93.6,22.4,47.0,48.0
609745,-0.08235667527194167,-0.3898320091201261,HS,48.0,85.5,13.1,47.0,60.0
610183,-0.3629416504837076,2.3515651530619066,ES,35.0,92.5,24.1,71.0,56.0
610357,0.7957416359370193,0.5699899170792059,HS,70.0,95.6,9.7,87.0,48.0
609880,11.516328200134419,2.305882726038085,ES,99.0,96.2,2.8,99.0,99.0
609933,-3.9523638727425783,-1.3421929294998451,ES,39.0,92.1,34.8,27.0,29.0
609976,2.640754000128267,0.5060940195678988,ES,72.0,95.6,55.6,44.0,66.0
609724,-0.2213215142715279,-1.622414225216688,HS,58.0,87.6,7.6,47.0,56.0
610191,5.44440255939703,-1.187492972492803,ES,78.0,96.4,1.9,43.0,48.0
610405,2.0163516037447815,0.050566072141817825,ES,48.0,96.6,6.5,47.0,48.0
610249,4.651366440791379,5.178429938330484,ES,99.0,96.2,9.2,99.0,81.0
610396,-0.9532624034330072,0.6158475076313105,ES,48.0,95.9,10.5,40.0,48.0
610506,0.12638390401766353,-0.24095043713510114,HS,45.0,87.3,8.2,53.0,68.0
609921,-1.4975227141200635,1.7678418295623708,ES,42.0,95.4,2.7,22.0,69.0
609991,-1.8230556519740178,1.795802589192933,ES,41.0,90.8,23.9,65.0,48.0
609728,-0.6860009921847844,-2.215668826417259,HS,42.0,82.3,9.7,37.0,48.0
610178,-1.7359809671771345,0.6175731540875855,ES,46.0,92.1,67.1,53.0,48.0
609794,10.260226093794817,-1.8625881526364365,ES,91.0,96.6,1.9,56.0,48.0
609987,-1.902213416622681,2.215447066543981,ES,33.0,91.2,61.8,78.0,48.0
609851,-3.3622755685747063,3.04197845584923,ES,34.0,94.4,3.4,45.0,78.0
609896,2.8343029811294795,0.4108227766098225,ES,72.0,95.2,0.3,46.0,48.0
610002,2.1236057872150322,2.3494224882374364,ES,67.0,94.8,0.0,73.0,66.0
610295,0.028929077694243948,1.4921451592271182,ES,48.0,95.2,0.5,47.0,48.0
610220,2.838757941482805,-0.5711133334788693,ES,85.0,96.1,0.4,54.0,48.0
609715,-0.5651123619926356,-1.4919844880599442,HS,36.0,89.3,5.8,35.0,57.0
610321,-1.8218219485495684,-3.6324528208506726,MS,39.0,94.0,18.1,1.0,48.0
609895,2.634428516002,1.085146594910873,ES,56.0,95.8,24.0,51.0,66.0
610394,-0.2325563630542253,-0.9760339442443123,HS,50.0,88.7,8.1,62.0,53.0
610504,-0.019601725458306313,1.0864871977744899,ES,48.0,94.4,0.0,47.0,48.0
609989,1.922946896995711,1.6968959972149567,ES,50.0,92.8,10.3,72.0,50.0
609944,2.450986261481032,1.2125011360112,ES,62.0,95.5,2.5,64.0,87.0
610518,-0.7111939457320818,-1.499610004012005,HS,42.0,84.5,25.0,52.0,48.0
610363,4.307101762467841,-1.104624636836488,ES,48.0,96.4,7.7,47.0,48.0
610095,5.326395604781049,-0.3082014557229824,ES,71.0,95.1,2.1,66.0,44.0
609680,1.107333962462744,-0.784413475222967,HS,98.0,93.4,0.7,77.0,48.0
609955,-3.191070978311258,0.2981212386529064,ES,25.0,95.5,35.4,11.0,57.0
610264,0.13337004154481208,3.139737381212624,ES,29.0,92.4,75.5,68.0,48.0
609855,-0.07554412885131444,1.7388086875265123,ES,48.0,86.1,4.0,47.0,64.0
610179,3.38711076365103,-0.8286345116169633,ES,55.0,95.5,4.9,45.0,48.0
610121,0.8169679258438486,-0.329841586122133,ES,43.0,95.6,15.1,44.0,48.0
609740,-0.6677927926113605,-2.307031351312443,HS,51.0,74.1,16.9,38.0,49.0
610032,1.2495083853328037,1.6001959230757108,ES,32.0,93.9,20.1,53.0,48.0
609727,-0.24876054205619916,-1.0203770060328468,HS,48.0,63.0,22.0,47.0,79.0
609978,-5.179039616065703,-2.47178183794471,ES,22.0,92.1,90.0,1.0,29.0
610100,-2.6153076311656074,0.04948712080887029,ES,29.0,93.7,16.3,40.0,48.0
610224,-4.022982098815159,0.425577698291706,ES,23.0,91.2,7.6,47.0,50.0
610542,-0.32913238470221023,-1.2316982703049777,ES,67.0,94.9,6.8,28.0,48.0
609755,6.308619813817533,-3.651467531906805,HS,95.0,94.6,1.2,67.0,46.0
610230,7.539365062423347,-0.6852608982188251,ES,99.0,96.2,1.0,67.0,45.0
610251,1.3324882251267751,4.627339313207849,ES,69.0,94.9,29.5,81.0,83.0
610299,-3.147769961893718,-0.030627759968951923,ES,18.0,91.7,28.9,29.0,48.0
610109,4.59972454280533,0.34550001593966395,ES,49.0,96.9,1.2,56.0,47.0
610101,2.0469853487538505,-0.17677274379939473,ES,48.0,95.1,4.5,47.0,48.0
609945,3.650299587043074,0.7752934709628416,ES,70.0,96.1,6.0,61.0,52.0
610143,-4.287812895394633,-2.0506999310399925,ES,48.0,93.5,37.2,26.0,15.0
610364,-2.91366657150906,1.3454685905363855,ES,47.0,93.3,48.5,42.0,48.0
609884,4.367223287644195,-0.1930964667488081,ES,67.0,95.5,2.1,78.0,36.0
609967,0.0005096081998369317,0.9132015315020041,ES,56.0,95.2,6.7,52.0,56.0
609994,-0.9429312718610813,-0.07944807089314183,ES,48.0,96.5,3.0,47.0,48.0
609812,-1.9663838536631728,3.484740993815612,ES,36.0,92.8,59.0,78.0,73.0
610023,-1.0022602367003912,1.292192822092903,ES,47.0,92.4,17.7,47.0,48.0
609734,4.647902037970732,-6.135907575027268,HS,61.0,89.1,9.8,32.0,48.0
610136,-0.16134838508743315,0.7412651144591229,ES,90.0,93.5,73.9,24.0,48.0
610142,1.4585643479607902,-1.7680376033348602,ES,69.0,95.1,6.7,12.0,48.0
610153,-2.8837711636069314,0.053451447445629935,ES,34.0,93.0,22.5,50.0,48.0
610167,-0.8761510886604728,0.3335182330402559,ES,40.0,95.7,14.4,41.0,63.0
609698,-1.9267328650245146,-3.699484763045259,HS,20.0,75.2,5.8,29.0,48.0
610061,-0.7392449960766215,1.891059814349326,ES,52.0,95.3,26.0,65.0,47.0
610104,2.886399498173731,-3.100393834884129,ES,64.0,95.7,6.9,27.0,39.0
609678,0.6793825953665379,-1.1276708228396073,HS,92.0,93.8,4.5,67.0,48.0
610193,-4.490171326751278,0.8916107916563183,ES,27.0,90.3,27.3,40.0,33.0
610123,-0.9952891251509332,2.8856872610793247,ES,78.0,91.8,5.7,99.0,48.0
609949,2.6910007810878294,-0.10574123526813815,ES,57.0,95.6,5.9,35.0,48.0
610097,-0.5849081571162389,0.9153676974390984,ES,52.0,95.6,3.5,62.0,48.0
609711,-2.4236457638154527,-3.1157626861752292,HS,22.0,73.0,63.6,42.0,31.0
610232,-0.2725512526534661,1.2908927861855206,ES,48.0,91.6,17.0,47.0,48.0
610336,-1.1032497323954584,0.327271350985564,MS,49.0,93.3,14.8,48.0,48.0
610172,-5.460929927001263,2.0712172660405317,ES,32.0,92.3,230.6,55.0,48.0
609844,-2.501701255421325,0.0566538014810564,ES,13.0,91.2,27.0,35.0,62.0
610308,-0.19621916833527636,0.7724555799478208,ES,48.0,80.0,0.0,47.0,48.0
610088,-0.5537905678084513,0.9058474865532186,ES,41.0,95.2,3.6,32.0,48.0
609977,2.311814102306415,2.198416815635115,ES,70.0,93.9,12.4,66.0,48.0
610392,-0.5273100165151995,-1.834190615420836,HS,51.0,91.6,4.0,47.0,49.0
